axial_over_volume,normalized_coupling,shear_per_pressure
0.039905246299377604,0.725,0.055351285552773875
0.039905246299377604,0.7500000000000001,0.057381651391994984
0.039905246299377604,0.775,0.059424956884745556
0.039905246299377604,0.8000000000000002,0.06148173134523256
0.039905246299377604,0.8250000000000001,0.0635525147113007
0.039905246299377604,0.85,0.06563785805874069
0.039905246299377604,0.8750000000000001,0.06773832413497562
0.039905246299377604,0.9,0.06985448791326718
0.044774422771366805,-0.9,-0.07324114874470776
0.044774422771366805,-0.875,-0.07100206528433989
0.044774422771366805,-0.85,-0.0687813639578589
0.044774422771366805,-0.825,-0.06657835532329086
0.044774422771366805,-0.8,-0.06439236598995182
0.044774422771366805,-0.775,-0.062222737863838626
0.044774422771366805,-0.75,-0.060068827423287105
0.044774422771366805,-0.725,-0.05793000502313674
0.044774422771366805,-0.7,-0.05580565422574004
0.044774422771366805,-0.675,-0.0536951711572468
0.044774422771366805,-0.65,-0.051597963887679746
0.044774422771366805,-0.625,-0.04951345183339792
0.044774422771366805,-0.6,-0.04744106518061786
0.044774422771366805,-0.575,-0.0453802443287322
0.044774422771366805,-0.55,-0.04333043935222955
0.044774422771366805,-0.525,-0.04129110948007821
0.044774422771366805,-0.5,-0.03926172259149334
0.044774422771366805,-0.475,-0.037241754727056674
0.044774422771366805,-0.45,-0.035230689614207285
0.044774422771366805,-0.425,-0.03322801820616509
0.044774422771366805,-0.4,-0.03123323823339035
0.044774422771366805,-0.375,-0.02924585376671993
0.044774422771366805,-0.35,-0.027265374791356333
0.044774422771366805,-0.32499999999999996,-0.025291316790917947
0.044774422771366805,-0.29999999999999993,-0.023323200340788084
0.044774422771366805,-0.275,-0.02136055071002855
0.044774422771366805,-0.25,-0.01940289747114729
0.044774422771366805,-0.22499999999999998,-0.0174497741170336
0.044774422771366805,-0.19999999999999996,-0.015500717684393928
0.044774422771366805,-0.17499999999999993,-0.013555268383040508
0.044774422771366805,-0.15000000000000002,-0.011612969230401822
0.044774422771366805,-0.125,-0.009673365690637866
0.044774422771366805,-0.09999999999999998,-0.007736005317757408
0.044774422771366805,-0.07499999999999996,-0.0058004374021445775
0.044774422771366805,-0.04999999999999993,-0.0038662126199121728
0.044774422771366805,-0.025000000000000022,-0.0019328826845072392
0.044774422771366805,0.0,-0.0
0.044774422771366805,0.025000000000000022,0.0019328826845072366
0.044774422771366805,0.050000000000000044,0.003866212619912185
0.044774422771366805,0.07500000000000007,0.005800437402144592
0.044774422771366805,0.09999999999999998,0.00773600531775743
0.044774422771366805,0.1250000000000001,0.009673365690637873
0.044774422771366805,0.15000000000000002,0.011612969230401822
0.044774422771366805,0.17499999999999993,0.013555268383040516
0.044774422771366805,0.20000000000000007,0.015500717684393933
0.044774422771366805,0.22499999999999998,0.0174497741170336
